   1.0100000e+02   5.2079112e-04   5.9309302e-04  -6.8615913e-07
   1.0200000e+02   4.2975105e-04   2.9025334e-04   8.3107000e-07
   1.0300000e+02   4.6446283e-04   6.0915537e-04  -1.2693787e-07
   1.0400000e+02   1.9111942e-04   6.5310936e-04  -2.1186555e-06
   1.0500000e+02   4.8165438e-05  -2.5823778e-04  -3.7758480e-07
   1.0600000e+02   5.0947170e-04   5.8029086e-04  -1.0099436e-06
   1.0700000e+02   6.1572035e-05   3.0480995e-04  -2.8686338e-07
   1.0800000e+02   3.7072742e-04   4.0997238e-04  -9.2496156e-07
   1.0900000e+02   1.7926789e-04  -6.0283784e-04   1.1503617e-06
   1.1000000e+02  -1.6363044e-06  -2.3153999e-04  -2.4894468e-07
   1.1100000e+02  -3.2145875e-04   2.4165695e-04  -5.5566500e-07
   1.1200000e+02   1.1211115e-03   7.0538615e-04  -2.4918865e-06
   1.1300000e+02   4.2653077e-04  -3.0925515e-04  -2.5005518e-07
   1.1400000e+02   3.1576163e-04   5.4909361e-04  -2.6804695e-07
   1.1500000e+02   8.8052006e-04   5.7625139e-05   3.3251212e-07
   1.1600000e+02   5.1589365e-04   2.8407544e-04   8.8595279e-07
   1.1700000e+02   3.7928526e-04  -6.3658473e-05  -1.8003734e-06
   1.1800000e+02   9.9343718e-04   8.1879645e-06   1.0835972e-07
   1.1900000e+02   4.7526678e-04   2.9543880e-04  -8.9972621e-07
   1.2000000e+02   6.2914167e-05   2.0004402e-04   1.4839585e-06
   1.2100000e+02  -9.4326276e-05   5.6386739e-04   3.1362314e-07
   1.2200000e+02  -5.2498435e+00  -1.7278910e-04  -2.7914095e-07
   1.2300000e+02  -5.2497847e+00  -3.3775803e-04   1.9718224e-07
   1.2400000e+02  -5.2500789e+00   2.1230376e-04   3.4121334e-07
